row_id,EID,Title,Subject
29,2-s2.0-105014755318,Green GPU: Integrating Carbon Metrics into GPU Manufacturing with Minimal Disruption,Computer_Graphics_and_Computer-Aided_Design
30,2-s2.0-105015773510,Toward Reliable Knowledge Graphs in Virtual Product Development: Data Strategies and Reproducibility Assessment,Computer_Graphics_and_Computer-Aided_Design
31,2-s2.0-105034692456,Development of an Interactive AI Mentor: A Full-Body Digital Human for Real-Time Conversational Learning,Computer_Graphics_and_Computer-Aided_Design
32,2-s2.0-105018222145,MesonGS: Post-training Compression of 3D Gaussians via Efficient Attribute Transformation,Computer_Graphics_and_Computer-Aided_Design
33,2-s2.0-105018911311,Three-Dimensional Visualization of Product Manufacturing Information in a Web Browser Based on STEP AP242 and WebGL,Computer_Graphics_and_Computer-Aided_Design
34,2-s2.0-85179734403,The application of lightweight AI algorithms in postoperative rehabilitation of breast cancer,Computer_Graphics_and_Computer-Aided_Design
35,2-s2.0-105025126551,Symmetry Shape Analysis,Computer_Graphics_and_Computer-Aided_Design
36,2-s2.0-105030473909,Using the Transformer Model to Optimize the Graphic Element Combination and Creative Generation Process in Cultural and Creative Design,Computer_Graphics_and_Computer-Aided_Design
37,2-s2.0-105018055625,Visualizing Second Language Self Through Avatars: Current Landscape and Conceptualizing the Future,Computer_Graphics_and_Computer-Aided_Design
38,2-s2.0-105024818006,Patch-Wise Analysis and Reconstruction of Large-Scale Floorplan for Digital Twin Modeling,Computer_Graphics_and_Computer-Aided_Design
39,2-s2.0-105034167600,APC2BUILDING: A NOVEL METHOD FOR BUILDING RECONSTRUCTION FROM AIRBORNE POINT CLOUDS,Computer_Graphics_and_Computer-Aided_Design
40,2-s2.0-105022980099,Phantom Load: An Immersive 3D Energy Detective Game,Computer_Graphics_and_Computer-Aided_Design
41,2-s2.0-105036575368,Enhancing SoC Power Efficiency Through UPF-Based Design Methodologies,Computer_Graphics_and_Computer-Aided_Design
42,2-s2.0-86000511723,Random walk on point clouds for feature detection,Computer_Graphics_and_Computer-Aided_Design
43,2-s2.0-105020803533,A Therapeutic Role-Playing VR Game for Children with Intellectual Disabilities,Computer_Graphics_and_Computer-Aided_Design
44,2-s2.0-105006779654,A Versatile Tool for Haptic Feedback Design Towards Enhancing User Experience in Virtual Reality Applications,Computer_Graphics_and_Computer-Aided_Design
45,2-s2.0-105024066516,An Efficient Conflict Detection and Resolution Scheme for Geometric Constraints Using a Pruning and Backtracking Strategy,Computer_Graphics_and_Computer-Aided_Design
46,2-s2.0-105018490662,A Solver-Aided Hierarchical Language for LLM-Driven CAD Design,Computer_Graphics_and_Computer-Aided_Design
47,2-s2.0-105000327508,HyperG: Multilevel GPU-Accelerated k-way Hypergraph Partitioner,Computer_Graphics_and_Computer-Aided_Design
48,2-s2.0-105020571480,Computer-aided design of personalized occlusal positioning splints using multimodal 3D data,Computer_Graphics_and_Computer-Aided_Design
49,2-s2.0-105023675065,ScrapReCover: An Interactive Optimization System for Freeform Patchwork Layouts,Computer_Graphics_and_Computer-Aided_Design
50,2-s2.0-105003127928,3D modeling from a single image via a novel dual-decoder framework for Agile design,Computer_Graphics_and_Computer-Aided_Design
51,2-s2.0-105035838931,Multimodal coronary plaque Diagnostic System Based on Mamba-UNet and Expert Networks,Computer_Graphics_and_Computer-Aided_Design
52,2-s2.0-105024062269,SemanticGarment: Semantic-Controlled Generation and Editing of 3D Gaussian Garments,Computer_Graphics_and_Computer-Aided_Design
53,2-s2.0-105034686912,An FPGA-Based Accelerator for 3D Gaussian Splatting in Real-to-Sim-to-Real Robotic Training,Computer_Graphics_and_Computer-Aided_Design
54,2-s2.0-85206288805,Computer Models Assist Innovative Design of Graphic Arts,Computer_Graphics_and_Computer-Aided_Design
55,2-s2.0-105007166569,Application of 3D CAD technology in automotive machinery design,Computer_Graphics_and_Computer-Aided_Design
56,2-s2.0-85213838575,PINR: A physics-integrated neural representation for dynamic fluid scenes,Computer_Graphics_and_Computer-Aided_Design
57,2-s2.0-105015147909,pnrXplore: A Visual Data Explorer for CAD and EDA Research,Computer_Graphics_and_Computer-Aided_Design
58,2-s2.0-105023446064,The MALL is Open: Exploring Shared Caches and Latency in AMD CDNA™ 3 GPUs,Computer_Graphics_and_Computer-Aided_Design
59,2-s2.0-105019621515,SAACT: Semiautomated Annotation of Computerized Tomography Data; [SAACT: annotation semi-automatisée des données issues de la tomodensitométrie],Computer_Graphics_and_Computer-Aided_Design
60,2-s2.0-85199266243,The Application of Computer Vision and CAD Technology in the Interactive Platform for Calligraphy Art,Computer_Graphics_and_Computer-Aided_Design
61,2-s2.0-105023439327,Reframer-HRC: An AI-Based Co-creative Drawing System with Multi-Users and a Robotic Arm,Computer_Graphics_and_Computer-Aided_Design
62,2-s2.0-105025137789,Design and Aesthetic Evolution of Digital Art New Media Driven by Virtual Humans,Computer_Graphics_and_Computer-Aided_Design
63,2-s2.0-105017959294,Optimized design of self-leveling device for 3D printer based on principle of minimum potential energy,Computer_Graphics_and_Computer-Aided_Design
64,2-s2.0-105023376182,Exploring the Blurred Horizon: Leveraging Depth of Field (DoF) to improve immersion and storytelling in architectural and urban visualisation,Computer_Graphics_and_Computer-Aided_Design
65,2-s2.0-105022975522,Squidgets: Sketch-based Widget Design for Scene Manipulation,Computer_Graphics_and_Computer-Aided_Design
66,2-s2.0-105031401170,Application of Computer Algorithms on Virtual Reality Visual Design,Computer_Graphics_and_Computer-Aided_Design
67,2-s2.0-105034385832,EduMechanic: A Study on the Impact of a 3D Model-Based Interactive E-Learning Platform for Car Mechanic Equipment Training,Computer_Graphics_and_Computer-Aided_Design
68,2-s2.0-105008731125,New augmented reality application for improving clinical education and patient-doctor interaction in remotely-assisted ophthalmology consultations,Computer_Graphics_and_Computer-Aided_Design
69,2-s2.0-105024078673,Perspective from a Higher Dimension: Can 3D Geometric Priors Help Visual Floorplan Localization?,Computer_Graphics_and_Computer-Aided_Design
70,2-s2.0-105021475511,GenPattern: dual-graph enhanced sewing pattern generation via multimodal large language model,Computer_Graphics_and_Computer-Aided_Design
71,2-s2.0-105029376450,GenomeDPU: A Cost-Effective In-Memory Data Processing Unit for GPU-based Genome Analysis,Computer_Graphics_and_Computer-Aided_Design
72,2-s2.0-105034714539,Intelligent Analysis and Image-Text Matching of CAD Drawings for Robotic Services,Computer_Graphics_and_Computer-Aided_Design
73,2-s2.0-105010307160,AMC Edu:Lab Design to Learn About Additive Manufacturing in Construction,Computer_Graphics_and_Computer-Aided_Design
74,2-s2.0-85197363221,CAD Ceramic Texture Synthesis Method Based on Convolutional Neural Networks,Computer_Graphics_and_Computer-Aided_Design
75,2-s2.0-105019293191,Automatic Recognition System for P&ID Diagrams in Distributed Control Systems,Computer_Graphics_and_Computer-Aided_Design
76,2-s2.0-105035747603,A geometric approach to the initial value problem of geodesics on parametric surfaces; [求解参数曲面上测地线初值问题的几何方法],Computer_Graphics_and_Computer-Aided_Design
77,2-s2.0-105021359798,Neural network and image processing-based automatic netlist generation for complex analog circuits,Computer_Graphics_and_Computer-Aided_Design
78,2-s2.0-105026485296,Improving the Watertightness of Parametric Surface/Surface Intersection,Computer_Graphics_and_Computer-Aided_Design
79,2-s2.0-105023642227,Scalable AI-assisted optical radio environment map estimation for indoor visible light communication systems (AI-VLCmaps),Computer_Graphics_and_Computer-Aided_Design
80,2-s2.0-105011648411,MuSeLLM: SDF Generation and Understanding via Multi-Scale Tokenization with Position-Aware Guidance,Computer_Graphics_and_Computer-Aided_Design
81,2-s2.0-105019047946,A Multimodal Approach for Pap-Smear Image-Based Classification of Cervical Cancer,Computer_Graphics_and_Computer-Aided_Design
82,2-s2.0-105013473379,3D Design and Visualization of Ecological Restoration Schemes for Open-Pit Mines,Computer_Graphics_and_Computer-Aided_Design
83,2-s2.0-105024068864,Snapping Deployable Toroids for Modular Gridshells,Computer_Graphics_and_Computer-Aided_Design
84,2-s2.0-105014524214,Exact and Efficient Mesh-Kernel Generation,Computer_Graphics_and_Computer-Aided_Design
85,2-s2.0-105024067413,Where Watermark Meets Beauty: Expert-Guided Aesthetic Visible Watermarking for Digital Artworks,Computer_Graphics_and_Computer-Aided_Design
86,2-s2.0-105010624911,Immersive data visualization interactive system for education based on optical perception,Computer_Graphics_and_Computer-Aided_Design
87,2-s2.0-105024995701,Reconstruction of the Etemenanki temple tower in Babylon using digital twin and additive manufacturing,Computer_Graphics_and_Computer-Aided_Design
88,2-s2.0-105006479064,Sketchup Software Supports the Key Technical Points of 3D Printing Technology,Computer_Graphics_and_Computer-Aided_Design
89,2-s2.0-105022086382,ARTIFICIAL REASONING FOR DIAGNOSIS SYSTEMS,Computer_Graphics_and_Computer-Aided_Design
90,2-s2.0-105010600723,Development of ALCs Aims to Improve the Quality of Distance Education,Computer_Graphics_and_Computer-Aided_Design
91,2-s2.0-105018661789,Formalizing Linear Motion G-Code for Invariant Checking and Differential Testing of Fabrication Tools,Computer_Graphics_and_Computer-Aided_Design
92,2-s2.0-105021400939,Geometry digital and analogue media and other artifices in illusory construction,Computer_Graphics_and_Computer-Aided_Design
93,2-s2.0-105031353182,Block-Level Physical Design and Implementation of an RF IP for Bluetooth Applications,Computer_Graphics_and_Computer-Aided_Design
94,2-s2.0-105011615727,Mobile Augmented Reality Games Towards Smart Learning City Environments: Learning About Sustainability,Computer_Graphics_and_Computer-Aided_Design
95,2-s2.0-105022435415,Software- and Hardware-Accelerated Inverse Design of Photonic Devices,Computer_Graphics_and_Computer-Aided_Design
96,2-s2.0-105020014941,Graphics-Guided Interactive Farmland Layout Design,Computer_Graphics_and_Computer-Aided_Design
97,2-s2.0-105022977969,SparseEMG: Computational Design of Sparse EMG Layouts for Sensing Gestures,Computer_Graphics_and_Computer-Aided_Design
98,2-s2.0-105015725146,The Impact of Gamification on Learning Outcomes in Sign Language Educational Games,Computer_Graphics_and_Computer-Aided_Design
99,2-s2.0-105019317698,Research on Innovative Design of Ink Painting Based on Generative Adversarial Networks,Computer_Graphics_and_Computer-Aided_Design
100,2-s2.0-85217771801,6-DoF Pose Estimation from Single RGB Image and CAD Model Retrieval Using Feature Similarity Measurement,Computer_Graphics_and_Computer-Aided_Design
101,2-s2.0-105035252857,OBJ to IDF: A stable geometry transformation module from 3D geometry data to building energy model,Computer_Graphics_and_Computer-Aided_Design
102,2-s2.0-105032043641,Lightweight Computing Framework for Ship CAD Models in Large-Scale Collaborative Design Scenarios,Computer_Graphics_and_Computer-Aided_Design
103,2-s2.0-105014492677,Gamified Learning for Accessibility: Teaching Through Play at Limbitless Solutions,Computer_Graphics_and_Computer-Aided_Design
104,2-s2.0-85208053572,Algorithm for Circuit Covering the Euclidean Complete Graph,Computer_Graphics_and_Computer-Aided_Design
105,2-s2.0-105020836592,Computational craft: Computational fabrication methods for enabling craft production in textiles and ceramics,Computer_Graphics_and_Computer-Aided_Design
106,2-s2.0-105009526188,Human-like Observation-inspired Universal Image Acquisition System for Complex Surfaces in Industrial Product Inspection,Computer_Graphics_and_Computer-Aided_Design
107,2-s2.0-105009459666,From CAD Data to Semantic Graphs: A Framework for Classification,Computer_Graphics_and_Computer-Aided_Design
108,2-s2.0-105012089361,Reconstructing Bezier Curve Segments in SVG Graphics: A Mathematical Approach to Shape Restoration,Computer_Graphics_and_Computer-Aided_Design
109,2-s2.0-105034841623,State Transition Graph-Based Pipelined Sequential Multiplier,Computer_Graphics_and_Computer-Aided_Design
110,2-s2.0-105007984089,Co-creating a VR Narrative Experience of Constructing a Food Storage Following OvaHimba Traditional Practices,Computer_Graphics_and_Computer-Aided_Design
111,2-s2.0-105013244796,From Composable Models to Correct-by-Construction Software for Contact-Rich Robotic Mobile-Manipulation Tasks,Computer_Graphics_and_Computer-Aided_Design
112,2-s2.0-105010174440,Orbiting Mouse for CAD Tools,Computer_Graphics_and_Computer-Aided_Design
113,2-s2.0-105005725072,A 5G-Edge Architecture for Computational Offloading of Computer Vision Applications,Computer_Graphics_and_Computer-Aided_Design
114,2-s2.0-85219639550,SketchPointer: Sketch-Based 3D Modeling with Adversarial Point Rendering for Point Cloud Generation,Computer_Graphics_and_Computer-Aided_Design
115,2-s2.0-105021096535,Knowledge Graph-Based Process Planning for CAD Models,Computer_Graphics_and_Computer-Aided_Design
116,2-s2.0-105022512542,Ski Tip Display: Design and Implementation of an Unobtrusive Ski Mounted Visual Feedback System for Alpine Skiing,Computer_Graphics_and_Computer-Aided_Design
117,2-s2.0-105030538680,Designing Limes Text: Adapting an Educational Video Game into a Text-Based Format for Controlled Experimental Comparisons,Computer_Graphics_and_Computer-Aided_Design
118,2-s2.0-105018691052,3D GNLM: Efficient 3D Non-Local Means Kernel with Nested Reuse Strategies for Embedded GPUs,Computer_Graphics_and_Computer-Aided_Design
119,2-s2.0-105007654179,A Study on the Design Integrating AR into the Guided Tour Application of Ecological Park - Pazeh Ecological Park as the Area,Computer_Graphics_and_Computer-Aided_Design
120,2-s2.0-105007837480,Advancing Fractal Dimension Techniques to Enhance Motor Imagery Tasks Using EEG for Brain–Computer Interface Applications,Computer_Graphics_and_Computer-Aided_Design
121,2-s2.0-85186075775,AEGNN-M:A 3D Graph-Spatial Co-Representation Model for Molecular Property Prediction,Computer_Graphics_and_Computer-Aided_Design
122,2-s2.0-85199301555,Aesthetic Analysis and Re-creation of Fine Arts Lines Based on Hough Transform in CAD Interactive Environment,Computer_Graphics_and_Computer-Aided_Design
123,2-s2.0-105020675066,Residual-ChebNet: A residual connection graph convolutional network for mild cognitive impairment classification based on multimodal imaging data,Computer_Graphics_and_Computer-Aided_Design
124,2-s2.0-105007968850,BioSkinNet: A Bio-Inspired Feature-Selection Framework for Skin Lesion Classification,Computer_Graphics_and_Computer-Aided_Design
125,2-s2.0-105000322138,Implementation of Serial Peripheral Interface Slave Device Based on Uncommitted Logic Arrays,Computer_Graphics_and_Computer-Aided_Design
126,2-s2.0-85197360685,Automatic Generation and Design of 3D Animation Based on Deep Learning Technology,Computer_Graphics_and_Computer-Aided_Design
127,2-s2.0-105011477858,Reconstruct PFCAD Models with Dual-Transformer and Continuation Attention,Computer_Graphics_and_Computer-Aided_Design
128,2-s2.0-105013079759,Real-Time Avatar-Base Speech-to-Speech Conversational AI Tutor on AI PC,Computer_Graphics_and_Computer-Aided_Design
129,2-s2.0-105008190694,Synthetic Educators: Analyzing AI-Driven Avatars in Digital Learning Environments,Computer_Graphics_and_Computer-Aided_Design
130,2-s2.0-105026135538,Pedagogical Frameworks for 3D Gaussian Splatting in University Education: Navigating Emerging Technologies in Cross-Disciplinary Learning Environments,Computer_Graphics_and_Computer-Aided_Design
131,2-s2.0-105009271191,RISC-V-Based GPGPU With Vector Capabilities for High-Performance Computing,Computer_Graphics_and_Computer-Aided_Design
132,2-s2.0-105023175161,The Two-Window Problem And A Solution: An alternative programming language for visual design,Computer_Graphics_and_Computer-Aided_Design
133,2-s2.0-105024905991,Seeing Isn't Believing: How Visual Illusions Distort Color Selection,Computer_Graphics_and_Computer-Aided_Design
134,2-s2.0-105024681683,Assessing Redundant Interface Designs for Precise Number Input in Virtual Reality,Computer_Graphics_and_Computer-Aided_Design
135,2-s2.0-105018664193,Preserving Traditional Handicrafts: A Novel Surface Flattening Algorithm of 3D Curved Patterns for Cylindrical Porcelain,Computer_Graphics_and_Computer-Aided_Design
136,2-s2.0-105016115659,MixNet: A Runtime Reconfigurable Optical-Electrical Fabric for Distributed Mixture-of-Experts Training,Computer_Graphics_and_Computer-Aided_Design
137,2-s2.0-105034868520,CARTOONAIRE – A Cartoon-Based Platform Integrating Education with Entertainment,Computer_Graphics_and_Computer-Aided_Design
138,2-s2.0-105019527253,Unveiling molecular moieties through hierarchical Grad-CAM graph explainability,Computer_Graphics_and_Computer-Aided_Design
139,2-s2.0-105015470112,Design and implementation of Math City: An inquiry-based metaverse platform for mathematics education,Computer_Graphics_and_Computer-Aided_Design
140,2-s2.0-105020859716,FlexiSense: A Toolkit for Battery-Free Gesture Recognition via Garment Modification,Computer_Graphics_and_Computer-Aided_Design
141,2-s2.0-105008421864,"Design of a 72.1% Tuning Range, Low Power Differential Ring VCO in 0.18 μm CMOS Process",Computer_Graphics_and_Computer-Aided_Design
142,2-s2.0-105014241015,Evaluation of GEMINI 2.0 FLASH THINKING EXP's understanding of CAD drawing: an example,Computer_Graphics_and_Computer-Aided_Design
143,2-s2.0-105024069078,Tora2: Motion and Appearance Customized Diffusion Transformer for Multi-Entity Video Generation,Computer_Graphics_and_Computer-Aided_Design
144,2-s2.0-85205801488,An End-to-End Bundled-Data Asynchronous Circuits Design Flow: From RTL to GDS,Computer_Graphics_and_Computer-Aided_Design
145,2-s2.0-105019320162,Computer-mediated communication and gamification as principal characteristics of sustainable higher education: empirical evidence and theoretical frameworks,Computer_Graphics_and_Computer-Aided_Design
146,2-s2.0-105023183915,Customize3DForm: Introducing human subjectivity to objective objects using text-based generative pipe line,Computer_Graphics_and_Computer-Aided_Design
147,2-s2.0-105033531515,Designing Meaningful Industrial Work for Hybrid Human-Technology Environments,Computer_Graphics_and_Computer-Aided_Design
148,2-s2.0-105041170191,On Generating PID Control Diagrams by Large Language Model-Based Multiple Agents,Computer_Graphics_and_Computer-Aided_Design
149,2-s2.0-105021539115,Research on CAD Model Construction for Indoor Scenes Based on Dynamic View Planning,Computer_Graphics_and_Computer-Aided_Design
150,2-s2.0-105023964646,Learning Pancasila Through Enhanced Interaction with a Serious Game,Computer_Graphics_and_Computer-Aided_Design
151,2-s2.0-105023656142,"TinkerXR: In-Situ, Reality-Aware CAD and 3D Printing Interface for Novices",Computer_Graphics_and_Computer-Aided_Design
152,2-s2.0-105024063652,Hi-Motion: Hierarchical Intention Guided Conditional Motion Synthesis,Computer_Graphics_and_Computer-Aided_Design
153,2-s2.0-105017712946,GEM: GPU-Accelerated Emulator-Inspired RTL Simulation,Computer_Graphics_and_Computer-Aided_Design
154,2-s2.0-105014588748,Othimi: A Block-Based Educational Programming Tool for Metaheuristic Design and Optimization,Computer_Graphics_and_Computer-Aided_Design
155,2-s2.0-105009821061,An Empirical Review of Uncertainty Estimation for Quality Control in CAD Model Segmentation,Computer_Graphics_and_Computer-Aided_Design
156,2-s2.0-105025154198,NamingCAD: A Naming Method for Unique Identification toward CAD Modeling Learning,Computer_Graphics_and_Computer-Aided_Design
157,2-s2.0-105046275038,FRAME: Floor-aligned Representation for Avatar Motion from Egocentric Video,Computer_Graphics_and_Computer-Aided_Design
158,2-s2.0-105023466198,Digital Framework for Generative Design of Reused Concrete Structure Rubbles,Computer_Graphics_and_Computer-Aided_Design
159,2-s2.0-105014241011,A Novel VLSI Clock Tree Synthesis Method Based on Manhattan Ring Clustering,Computer_Graphics_and_Computer-Aided_Design
160,2-s2.0-105032674909,Design and Verification of Serial Communication Protocols Using Systemverilog,Computer_Graphics_and_Computer-Aided_Design
161,2-s2.0-105023674956,Y-AR: A Mixed Reality CAD Tool for 3D Wire Bending,Computer_Graphics_and_Computer-Aided_Design
162,2-s2.0-105022980017,Touch-n-Curl: Designing and Constructing Skeletal Form through 3D Printing Flattened Zipper Assembly,Computer_Graphics_and_Computer-Aided_Design
163,2-s2.0-105001297072,Manufacturing Feature Recognition With a Sparse Voxel-Based Convolutional Neural Network,Computer_Graphics_and_Computer-Aided_Design
164,2-s2.0-105024215014,DEEP LEARNING-BASED MULTI-LEVEL RETRIEVAL OF ASSEMBLY CAD MODELS,Computer_Graphics_and_Computer-Aided_Design
165,2-s2.0-105030658442,Light Up: Educational Board Games with FLOW and Experiential Learning Theory,Computer_Graphics_and_Computer-Aided_Design
166,2-s2.0-105029622590,MPU Circuit Generation from Programs with Meta-Instructions,Computer_Graphics_and_Computer-Aided_Design
167,2-s2.0-105024069189,Drawing2CAD: Sequence-to-Sequence Learning for CAD Generation from Vector Drawings,Computer_Graphics_and_Computer-Aided_Design
168,2-s2.0-105045685680,Pose Refinement for Reflective Workpieces using Deep Iterative Matching,Computer_Graphics_and_Computer-Aided_Design
169,2-s2.0-105007628946,Folding by Skinning,Computer_Graphics_and_Computer-Aided_Design
170,2-s2.0-105016689092,"Introduction of the Course ""Television and Radio Systems"" at the Professional Graduate Study Program",Computer_Graphics_and_Computer-Aided_Design
171,2-s2.0-86000286869,Application of Computer-Aided Technology in Digital Graphic Design,Computer_Graphics_and_Computer-Aided_Design
172,2-s2.0-105016786878,A Lightweight SlimNet-Based Framework for Musculoskeletal Abnormality Detection,Computer_Graphics_and_Computer-Aided_Design
173,2-s2.0-105018576474,LGL-Net: A Lightweight Global-Local Multiscale Network With Region-Aware Interpretability for Alzheimer's Disease Diagnosis,Computer_Graphics_and_Computer-Aided_Design
174,2-s2.0-105024072590,3DGabSplat: 3D Gabor Splatting for Frequency-adaptive Radiance Field Rendering,Computer_Graphics_and_Computer-Aided_Design
175,2-s2.0-105004821058,HIFAS: A Hybrid Interactive FPS Agent System for Large Game Maps,Computer_Graphics_and_Computer-Aided_Design
176,2-s2.0-105017241303,End-to-end Go (Weiqi) game record reconstruction from live broadcast videos,Computer_Graphics_and_Computer-Aided_Design
177,2-s2.0-105045435760,CrossOver: 3D Scene Cross-Modal Alignment,Computer_Graphics_and_Computer-Aided_Design
178,2-s2.0-105017720795,Surface quality improvement of 3D-printed components by a cobot-based contouring machining,Computer_Graphics_and_Computer-Aided_Design
179,2-s2.0-105037610226,Enhancing the Creativity of Vocational School Teachers through Training in 3D Printing Technology Utilization,Computer_Graphics_and_Computer-Aided_Design
180,2-s2.0-105023435576,Reusable Voxelized Magnetic Formwork: Fabricating complex concrete structures using materialized marching cubes,Computer_Graphics_and_Computer-Aided_Design
181,2-s2.0-105025693531,Curve-Based Slicer for Multi-Axis DLP 3D Printing,Computer_Graphics_and_Computer-Aided_Design
182,2-s2.0-105002279708,Study of the Engineering Design of a Single-Cylinder High-Pressure Steam Engine with a Corliss Valve Gear,Computer_Graphics_and_Computer-Aided_Design
183,2-s2.0-105031783376,Dynamic Modeling of Electricity Scenes with Time-varying Consistency,Computer_Graphics_and_Computer-Aided_Design
184,2-s2.0-105018184824,FOREST2SEQ: Revitalizing Order Prior for Sequential Indoor Scene Synthesis,Computer_Graphics_and_Computer-Aided_Design
185,2-s2.0-105019042312,Comprehensive RTL-to-GDSII Workflow for Custom Embedded FPGA Architectures Using Open-Source Tools,Computer_Graphics_and_Computer-Aided_Design
186,2-s2.0-105007997595,Emofusion: Toward Emotion-Driven Adaptive Computational Design Workflows,Computer_Graphics_and_Computer-Aided_Design
187,2-s2.0-105010766236,A novel hybrid DCNN–SVM method for 3D object classification,Computer_Graphics_and_Computer-Aided_Design
188,2-s2.0-105016167443,Optimal tool combination for complex pocket cutting based on medial axis transform,Computer_Graphics_and_Computer-Aided_Design
189,2-s2.0-105035518700,AI-Powered Liver Cancer Detection System using Genetic Algorithm Feature Selection and Random Forest Classification for Healthcare,Computer_Graphics_and_Computer-Aided_Design
190,2-s2.0-105009603886,Adaptive graph attention networks with interactive learning for attributed graph clustering,Computer_Graphics_and_Computer-Aided_Design
191,2-s2.0-105024200060,Chapper: Carvable Hull-and-Pack for Subtractive Manufacturing,Computer_Graphics_and_Computer-Aided_Design
192,2-s2.0-105023638999,Applied Instructional Design in Programee to Enhance Students E-learning Experience: Programee - The Future of E-Learning App,Computer_Graphics_and_Computer-Aided_Design
193,2-s2.0-105034833861,Underwater Vehicle System for Drowning Intervention,Computer_Graphics_and_Computer-Aided_Design
194,2-s2.0-105015535952,Fuse MetaFormer with convolutional neural networks for three-dimensional model classification,Computer_Graphics_and_Computer-Aided_Design
