"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Ju Z.","Ju, Zeyu (60328010700)","60328010700","A Knowledge Distillation-Enhanced LoRA Fine-tuning Approach","2025","Proceedings of 2025 4th International Conference on Artificial Intelligence and Intelligent Information Processing, AIIIP 2025","","","","226","231","0","10.1145/3778534.3778570","https://www.scopus.com/pages/publications/105027022530?origin=resultslist","Large pre-trained language models (PLMs) achieve strong results in natural language processing but are costly to fine-tune fully. This study addresses this problem by comparing two parameter-efficient fine-tuning (PEFT) methods: prompt tuning and a proposed Knowledge Distillation-Enhanced Low-Rank Adaptation (KDE-LoRA). While prompt tuning adapts models with learnable templates, KDE-LoRA integrates LoRA with knowledge distillation from a stronger teacher model, enabling both efficiency and semantic transfer. Experiments on the TREC question classification dataset using DistilBERT show that prompt tuning yields only 46% accuracy, whereas KDE-LoRA achieves 97% accuracy while updating just 1.7% of parameters. These results demonstrate the clear advantage of KDE-LoRA in balancing efficiency and performance, offering a practical and innovative solution for resource-constrained NLP tasks.  © 2025 Copyright held by the owner/author(s).","knowledge distillation; LoRA; parameter-efficient fine-tuning; prompt tuning; question classification","Classification (of information); Computational linguistics; Efficiency; Information management; Natural language processing systems; Semantics; Tuning; Fine tuning; Knowledge distillation; Language model; Language processing; LoRA; Natural languages; Parameter-efficient fine-tuning; Prompt tuning; Question classification; Two parameter; Distillation","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105027022530"
"Guo L.; Chen Z.; Liu X.","Guo, Longqin (60091859500); Chen, Zeqian (60091638800); Liu, Xiaoyang (57218313547)","60091859500; 60091638800; 57218313547","A fake news detection framework integrating multi-domain and multimodal features","2025","Neurocomputing","658","","131711","","","4","10.1016/j.neucom.2025.131711","https://www.scopus.com/pages/publications/105018176372?origin=resultslist","With the widespread dissemination of video-based fake news on social media, identifying the authenticity of information in complex contexts has become increasingly challenging. News from different domains often differs significantly in vocabulary, expression styles, and modality distributions, leading to semantic ambiguity and increasing the difficulty of cross-news modeling. To address these challenges, this paper proposes a Multimodal Multi-Domain Fake News Detection framework (MMMD), which integrates textual, audio, and visual modalities. A domain gating mechanism is introduced to model domain-specific contextual structures, thereby enhancing the discriminative power of weak modalities (such as audio) and improving inter-modal coordination. Experiments conducted on multiple benchmark datasets show that MMMD outperforms mainstream multimodal methods in terms of accuracy, F1-score, and other metrics. Notably, on the FakeSV dataset, MMMD achieves a 6.87 % improvement in accuracy over the representative method SV-FEND. Furthermore, to address the high cost of domain annotation, a K-Means-based pseudo-label generation strategy is adopted. Comparative experiments across different numbers of clusters indicate that setting 10 yields performance close to that of human annotations, validating the method's feasibility in low-supervision scenarios. Without relying on external user relationships, MMMD leverages domain-aware semantic structures and modality interaction mechanisms, providing an efficient and scalable solution for multimodal fake news detection in complex environments. © 2025 Elsevier B.V.","Domain Gating Mechanism; Multi-Domain Semantic Modeling; Multimodal Fake News Detection; Pseudo-Label Generation; Weak Modality Enhancement","Coordination reactions; Fake detection; Interactive computer systems; K-means clustering; Semantic Web; User interfaces; Domain gating mechanism; Domain semantics; Gating mechanisms; Multi-domain semantic modeling; Multi-domains; Multi-modal; Multimodal fake news detection; Pseudo-label generation; Semantic modelling; Weak modality enhancement; ambiguity; article; benchmarking; disinformation; female; human; male; nonhuman; social media; videorecording; vocabulary; Semantics","Article","Final","","Scopus","2-s2.0-105018176372"
"Billah M.M.; Rahman M.S.; Roy B.","Billah, Md Mustakim (59338355400); Rahman, Md Shamimur (58777789500); Roy, Banani (15064838600)","59338355400; 58777789500; 15064838600","Do Automatic Comment Generation Techniques Fall Short? Exploring the Influence of Method Dependencies on Code Understanding","2025","Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering , EASE, 2025 edition, EASE 2025","","","","169","180","0","10.1145/3756681.3756977","https://www.scopus.com/pages/publications/105027184501?origin=resultslist","Method-level comments are critical for improving code comprehension and supporting software maintenance. With advancements in large language models (LLMs), automated comment generation has become a major research focus. However, existing approaches often overlook method dependencies, where one method relies on or calls others, affecting comment quality and code understandability. This study investigates the prevalence and impact of dependent methods in software projects and introduces a dependency-aware approach for method-level comment generation. Analyzing a dataset of 10 popular Java GitHub projects, we found that dependent methods account for 69.25% of all methods and exhibit higher engagement and change proneness compared to independent methods. Across 448K dependent and 199K independent methods, we observed that state-of-the-art fine-tuned models (e.g., CodeT5+, CodeBERT) struggle to generate comprehensive comments for dependent methods, a trend also reflected in LLM-based approaches like ASAP. To address this, we propose HelpCOM, a novel dependency-aware technique that incorporates helper method information to improve comment clarity, comprehensiveness, and relevance. Experiments show that HelpCOM outperforms baseline methods by 5.6% to 50.4% across syntactic (e.g., BLEU), semantic (e.g., SentenceBERT), and LLM-based evaluation metrics. A survey of 156 software practitioners further confirms that HelpCOM significantly improves the comprehensibility of code involving dependent methods, highlighting its potential to enhance documentation, maintainability, and developer productivity in large-scale systems. © 2025 Copyright held by the owner/author(s).","Code Comment Generation; Code Summarization; Code Understanding; Large Language Models; Method Coupling","Automatic programming; Computer programming languages; Computer software; Computer software maintenance; Large scale systems; Object oriented programming; Semantics; Code comment generation; Code comprehension; Code summarization; Code understanding; Generation techniques; Language model; Large language model; Method coupling; Research focus; Understandability; Codes (symbols)","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105027184501"
"Yang Z.; Yang Y.","Yang, Zhiyuan (60164317900); Yang, Yankan (57211116900)","60164317900; 57211116900","WiSk: A Lightweight Multimodal Human Activity Recognition Method Based on WiFi Channel State Information and Video Skeleton Images","2025","Concurrency and Computation: Practice and Experience","37","27-28","e70383","","","1","10.1002/cpe.70383","https://www.scopus.com/pages/publications/105020377697?origin=resultslist","Human Activity Recognition (HAR) plays a critical role in intelligent surveillance, health monitoring and human-computer interaction. Although existing HAR methods rely on vision and wireless signals, each presents some inevitable limitations. Vision-based HAR methods face privacy issues and struggle in complex environments, whereas WiFi Channel State Information (CSI)-based HAR methods are vulnerable to noise and multipath effects. Although multimodal fusion of video and WiFi CSI can enhance recognition performance, it also introduces new challenges, including complex processing, high computational costs, and inference delays. To address these challenges, we propose WiSk, a lightweight multimodal fusion method for HAR. Our method converts video data into skeletal images using convolutional neural networks (CNNs) to extract skeletal points from video data. Then, we design a unified inverted residual bottleneck structure to efficiently extract features from WiFi CSI and video skeleton images. Furthermore, a lightweight parallel design facilitates spatial feature cross-fusion and temporal feature extraction to improve activity recognition accuracy and robustness. By leveraging WiFi signals and skeleton images, WiSk effectively mitigates the limitations of vision-only methods under poor lighting or occlusion while reducing data complexity and enhancing privacy. Experimental results demonstrate that WiSk achieves 99.58% accuracy in good lighting and 98.75% in low-light or occluded environments. Notably, WiSk exhibits a low computational complexity of 20.55 M floating-point operations, enabling deployment in resource-constrained environments. © 2025 John Wiley & Sons Ltd.","human activity recognition; lightweight; multimodal; skeleton images; WiFi","Complex networks; Computational complexity; Convolutional neural networks; Data privacy; Digital arithmetic; Human computer interaction; Image enhancement; Interactive computer systems; Lighting; Musculoskeletal system; Network security; Pattern recognition; Security systems; Video recording; Wireless local area networks (WLAN); Channel-state information; Human activity recognition; Intelligent surveillance; Lightweight; Multi-modal; Multi-modal fusion; Recognition methods; Skeleton image; Video data; Wifi; Wi-Fi","Article","Final","","Scopus","2-s2.0-105020377697"
"Guaragna G.S.; Da Costa J.B.D.; De Souza A.M.","Guaragna, Gustavo S. (60328179900); Da Costa, Joahannes B. D. (57210285313); De Souza, Allan M. (56406029500)","60328179900; 57210285313; 56406029500","Federated Learning with Iterative Synthetic Data Augmentation","2025","Proceedings of the 18th IEEE/ACM International Conference on Utility and Cloud Computing, UCC 2025","","","50","","","0","10.1145/3773274.3774694","https://www.scopus.com/pages/publications/105027117945?origin=resultslist","Federated Learning (FL) has emerged as a promising approach for training Machine Learning (ML) models in scenarios with strict data privacy requirements. In its traditional form, a central server coordinates multiple clients that collaboratively train a global model using algorithms that aggregates model weights, such as Federated Averaging (FedAvg), while keeping their data local. However, heterogeneous (non-IID) data distributions across clients often lead to weight divergence, hindering model convergence. In this work, we propose FedGenIA, an iterative synthetic data augmentation method in which a Generative Adversarial Network (GAN) is trained jointly with a classifier model in a federated setting. The GAN generates synthetic samples each communication round to balance clients' data distributions. Experiments on the MNIST and CIFAR-10 datasets under scenarios of high data heterogeneity demonstrate accuracy improvements of up to 25% compared to a similar FedAvg baseline. You can find the code at https://github.com/gustavoguaragna/FedGenIA. © 2025 Copyright is held by the owner/author(s). Publication rights licensed to ACM.","Federated Learning; Image Classification; Machine Learning","Adversarial machine learning; Classification (of information); Federated learning; Generative adversarial networks; Human engineering; Iterative methods; Learning systems; Adversarial networks; Central servers; Data augmentation; Data distribution; Images classification; Machine learning models; Machine-learning; Privacy requirements; Synthetic data; Training machines; Image classification","Conference paper","Final","","Scopus","2-s2.0-105027117945"
"Dong Y.; Hao Y.; Lu D.","Dong, Yilun (58288467800); Hao, Youzhi (57194050690); Lu, Detang (59912003400)","58288467800; 57194050690; 59912003400","A hybrid neural network model for shale gas production prediction considering production plans and produced water","2025","Engineering Applications of Artificial Intelligence","162","","112543","","","3","10.1016/j.engappai.2025.112543","https://www.scopus.com/pages/publications/105017671942?origin=resultslist","Recurrent neural networks have been widely applied to shale gas production prediction. However, current literature has two major flaws. Firstly, the delay issue can be observed in single-step prediction. Secondly, models that can be directly applied to newly developed wells are underresearched. This study presents a hybrid neural network combining fully connected (Dense) layers and long short-term memory (LSTM) layers to solve the two problems. In the proposed Dense-LSTM model, parameters regarding produced water and production plans are fed into the Dense layers while historical data is fed into the LSTM layers. The bottom-hole total flow rate converted from ground gas and water rates using volume factors is also included as an auxiliary parameter. The production plans made from the feature engineering can preserve the key information from shut-in periods while keeping a continuous prediction. The performance of the proposed model is demonstrated through ablation experiments and the comparison with popular decline curve models. For long-term prediction with window size w=14 days, the proposed model's mean cumulative error is 40.26% of that of vanilla LSTM at the end of the 3-year-long prediction interval. For window size w′=100 days, the proposed model's mean cumulative error is 77.93% of that of vanilla LSTM and 29.71% of that of the classic Arps model. The workflow of this study also sheds light on the construction of a universal prediction model for shale gas wells from different gas fields. © 2025 Elsevier Ltd","Decline curve analysis; Deep learning; Hybrid neural network; Machine learning; Shale gas production prediction; Time series","Deep neural networks; Forecasting; Gases; Learning systems; Long short-term memory; Multilayer neural networks; Natural gas well production; Network layers; Production control; Shale gas; Time series analysis; Well stimulation; Decline curve analysis; Deep learning; Gas productions; Hybrid neural networks; Machine-learning; Production plans; Production prediction; Shale gas production prediction; Short term memory; Times series; Time series","Article","Final","","Scopus","2-s2.0-105017671942"
"Yang Q.; Lei S.; Zhang W.; Zhu B.; Lv M.; Zhang B.","Yang, Qianxu (42062504500); Lei, Sheng (57196346068); Zhang, Wei (58685955900); Zhu, Baokun (55271672900); Lv, Mingzhan (57218438185); Zhang, Bin (60351513700)","42062504500; 57196346068; 58685955900; 55271672900; 57218438185; 60351513700","Vision Transformer based bundled tobacco leaves grade classification technology","2025","Proceedings of 2025 International Conference on Artificial Intelligence and Product Design, AIPD 2025","","","","73","78","0","10.1145/3765416.3765429","https://www.scopus.com/pages/publications/105028633598?origin=resultslist","In the process of purchasing tobacco leaves, the use of grading personnel to manually determine the grade of tobacco leaves can easily lead to unstable vision, uneven vision at different sites, as well as issues such as favoritism and personal relationship, which can affect the fair purchase of tobacco leaves and discourage tobacco farmers from planting. In order to solve the issues of fairness and consistency in tobacco leaf recognition, this article applies Transformer as the theoretical basis in the language field, adopts ViT structure design, and combines the situation where tobacco recognition is mixed with multiple pieces. Multiple head mechanisms are used to extract and manage the features of multiple tobacco leaves, better capturing spatial relationships and achieving global context modeling. Therefore, better performance can be achieved in tobacco leaf classification tasks. The final experiment proves that the accuracy of the Transformer model proposed in this article reaches 92.3%, which is superior to other deep learning methods. This technology has better promotion significance in practical production applications. © 2025 Copyright held by the owner/author(s).","Bundled tobacco leaves; Grade classification; Grading; Vision Transformer","Classification (of information); Deep learning; Learning systems; Purchasing; Tobacco; Bundled tobacco leaf; Classification technology; Grade classification; Leaf recognition; Personal relationships; Plantings; Structure design; Tobacco farmers; Tobacco leaf; Vision transformer; Grading","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028633598"
"Tang Z.; Peng Y.; Wang Q.; Zhao H.; He X.","Tang, Zhiyi (60301046200); Peng, Yangxuanyi (60300729200); Wang, Qihan (60301046300); Zhao, He (59809116000); He, Xiangdong (7404408300)","60301046200; 60300729200; 60301046300; 59809116000; 7404408300","Reliability Optimization Design Based on Copula Models and Maximum Entropy Theory","2025","Proceedings of 2025 2nd International Conference on Industrial Automation and Robotics, IAR 2025","","","","266","270","0","10.1145/3778886.3778928","https://www.scopus.com/pages/publications/105026856824?origin=resultslist","In this study, a reliability-based optimization framework is developed to address structural design problems under uncertainty, particularly when the distribution types of input variables are unknown. First, the marginal failure probabilities of critical parameters are estimated using the maximum entropy method, which provides a distribution-free approach based on moment information. To account for statistical dependence among variables, several Copula models are fitted and the optimal Copula is selected according to goodness-of-fit criteria. The chosen Copula is then employed to evaluate the joint failure probability of multiple failure modes. On this basis, a structural optimization problem is formulated to minimize the cross-sectional area subject to a reliability constraint of R≥0.999. The proposed method effectively integrates distribution-free reliability estimation with Copula-based dependence modeling, ensuring accurate system reliability assessment while achieving lightweight design. © 2025 Copyright held by the owner/author(s).","Copula function; Cross-sectional area minimization; Distribution-free reliability analysis; Joint failure probability; Maximum entropy method; Reliability-based design optimization (RBDO)","Failure (mechanical); Probability distributions; Reliability analysis; Reliability theory; Shape optimization; Structural design; Structural optimization; Area minimization; Copula functions; Cross sectional area; Cross-sectional area minimization; Distribution-free; Distribution-free reliability analyze; Joint failure probabilities; Maximum-entropy methods; Reliability-based design optimization; Maximum entropy methods","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026856824"
"Li X.; Tang X.; Ma E.; Cohen G.","Li, Xingyu (57222504582); Tang, Xianglu (60327731400); Ma, Emily (60327979900); Cohen, Geoffrey (7403353347)","57222504582; 60327731400; 60327979900; 7403353347","Ubiquitous Well-being: Patchable AI Unites Computing and Psychological Science","2025","UbiComp Companion 2025 - Companion of the 2025 ACM International Joint Conference on Pervasive and Ubiquitous Computing","","","","305","309","0","10.1145/3714394.3754377","https://www.scopus.com/pages/publications/105027070893?origin=resultslist","Brief psychological interventions (e.g., values affirmation) improve health and learning, yet an infrastructure for personalized, scalable, and timely delivery is missing. We propose that ubiquitous computing can transform static interventions into evolving services. This work introduces Patchable AI, a framework in which chatbots become continuously learning systems through hot-swappable, auditable ''intervention patches'' guarded by safety policies. Four architectural layers - sensor triggers, policy guardrails, patch registry, and conversation broker - allow evolution without retraining underlying models. To provide materials for brief psychological interventions, we conducted a large-scale data collection effort using a custom web-scriber to capture nearly all publicly available psychological and journaling prompts (N = 54,251) from 2015 onward, yielding short, crisp contents structured for patchable deployment. Our values-affirmation case study demonstrates how Patchable AI aligns psychological theory, organizational policy, and technical affordances, offering a roadmap for scalable, personalized well-being services. This research aims to (1) apply a ubiquitous-computing framework across disciplines - education, public health, workplace training - and (2) advance intervention science by embedding human-centered AI that turns static protocols into adaptive, context-aware services. We also outline broader implications, showing how Patchable AI can underpin living support systems across domains. © 2025 ACM.","chatbots; patchable ai; psychological interventions","Artificial intelligence; Information services; Learning systems; Architectural layers; Chatbots; Collection effort; Data collection; Evolving services; Large scale data; Patchable ai; Psychological intervention; Safety policies; Well being; Ubiquitous computing","Conference paper","Final","","Scopus","2-s2.0-105027070893"
"Li X.; Zeng Z.","Li, Xueqian (60328041900); Zeng, Zekun (60327961700)","60328041900; 60327961700","A GIS-MOOGA Framework Driven by Multi-source Data: A Comparative Study on the Sustainable Development of Ecological and Cultural Rural Tourism in China and Spain","2025","Proceedings of 2025 4th International Conference on Artificial Intelligence and Intelligent Information Processing, AIIIP 2025","","","","506","513","0","10.1145/3778534.3778613","https://www.scopus.com/pages/publications/105027031120?origin=resultslist","The sustainable development of ecological and cultural rural tourism requires a balance between the utilization of ecological resources and the protection of cultural heritage. This study proposes a novel multi-source data-driven GIS-MOOGA (GIS-Multi-Objective Optimization with Genetic Algorithm) framework, using China and Spain as case studies, to explore sustainable development paths for ecological and cultural rural tourism. This framework integrates GIS spatial analysis technology with multi-objective optimization genetic algorithms to achieve dynamic resource allocation and real-time decision optimization for ecological and cultural indicators. Through empirical studies of typical regions in China (e.g., Yunnan) and Spain (e.g., Andalucia), this paper reveals the differences and commonalities between the two countries in their development models of ecological and cultural rural tourism. The results indicate that compared with traditional GIS spatial analysis single-objective optimization models, the proposed method achieves significant improvements in resource utilization efficiency and cultural preservation accuracy. This study systematically analyzes ecological and cultural rural tourism in China and Spain from a cross-cultural comparative perspective, providing a replicable engineering template for global rural tourism.  © 2025 Copyright held by the owner/author(s).","cross-cultural comparison; ecological and cultural rural tourism; genetic algorithm; GIS-MOOGA framework; multi-objective optimization; sustainable development","Ecology; Environmental protection; Geographic information systems; Historic preservation; Multiobjective optimization; Rural areas; Spatial variables measurement; Sustainable development; Tourism; Algorithm framework; Cross-cultural comparisons; Ecological and cultural rural tourism; GIS-multi-objective optimization with genetic algorithm framework; Multi-objectives optimization; Multi-Sources; Rural tourisms; Source data; Spatial analysis; Genetic algorithms","Conference paper","Final","","Scopus","2-s2.0-105027031120"
"Koo E.; Lim T.","Koo, Eunho (57221149992); Lim, Tongseok (57206663222)","57221149992; 57206663222","Node classification via simplicial interaction with augmented maximal clique selection","2025","Neurocomputing","658","","131705","","","0","10.1016/j.neucom.2025.131705","https://www.scopus.com/pages/publications/105018170832?origin=resultslist","Considering higher-order interactions allows for a more comprehensive understanding of network structures beyond simple pairwise connections. While leveraging all cliques in a network to handle higher-order interactions is intuitive, it often leads to computational inefficiencies due to overlapping information between higher-order and lower-order cliques. To address this issue, we propose an augmented maximal clique strategy. Although using only maximal cliques can reduce unnecessary overlap and provide a concise representation of the network, certain nodes may still appear in multiple maximal cliques, resulting in imbalanced training data. Therefore, our augmented maximal clique approach selectively includes some non-maximal cliques to mitigate the overrepresentation of specific nodes and promote more balanced learning across the network. Comparative analyses on synthetic networks and real-world citation datasets demonstrate that our method outperforms approaches based on pairwise interactions, all cliques, or only maximal cliques. Finally, by integrating this strategy into GNN-based semi-supervised learning, we establish a link between maximal clique-based methods and GNNs, showing that incorporating higher-order structures improves predictive accuracy. As a result, the augmented maximal clique strategy offers a computationally efficient and effective solution for higher-order network learning. © 2025 Elsevier B.V.","Clique; Higher-order networks; Hypergraph; Maximal clique; Node classification; Node interaction; Probabilistic objective function; Semi-supervised; Simplex","Classification (of information); Learning systems; Machine learning; Signal processing; Clique; Higher order networks; Hyper graph; Maximal clique; Node classification; Node interaction; Objective functions; Probabilistic objective function; Probabilistics; Semi-supervised; Simplex; article; classification; drug interaction; human; network learning; Computational efficiency","Article","Final","","Scopus","2-s2.0-105018170832"
"Gren L.; Feldt R.","Gren, Lucas (56414722000); Feldt, Robert (24476388300)","56414722000; 24476388300","Cross-Functional AI Task Forces (X-FAITs) for AI Transformation of Software Organizations","2025","Proceedings of the 29th International Conference on Evaluation and Assessment in Software Engineering , EASE, 2025 edition, EASE 2025","","","","793","796","1","10.1145/3756681.3757015","https://www.scopus.com/pages/publications/105027205326?origin=resultslist","This experience report introduces the Cross-Functional AI Task Force (X-FAIT) framework to bridge the gap between strategic AI ambitions and operational execution within software-intensive organizations. Drawing from an Action Research case study at a global Swedish enterprise, we identify and address critical barriers such as departmental fragmentation, regulatory constraints, and organizational inertia that can impede successful AI transformation. X-FAIT employs force field analysis, executive sponsorship, cross-functional integration, and systematic risk assessment strategies to coordinate efforts across organizational boundaries, facilitating knowledge sharing and ensuring AI initiatives align with objectives. The framework provides both theoretical insights into AI-driven organizational transformation and practical guidance for software organizations aiming to effectively integrate AI into their daily workflows and, longer-term, products. © 2025 Copyright held by the owner/author(s).","AI engineering; software engineering; strategy","Artificial intelligence; Computer software; Information systems; Information use; Action research; AI engineering; Case-studies; Cross-functional; Experience report; Organizational inertia; Software organization; Strategy; Swedishs; Task force; Knowledge management","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105027205326"
"Li H.","Li, Haisu (60328209300)","60328209300","Dynamic Timing and the Cross-Section of Chinese Option Returns: An Adaptive Approach","2025","Proceedings of 2025 4th International Conference on Artificial Intelligence and Intelligent Information Processing, AIIIP 2025","","","","565","572","0","10.1145/3778534.3778622","https://www.scopus.com/pages/publications/105026990139?origin=resultslist","This paper systematically examines the long-term performance and profit and loss factors of straddle option strategies in the Chinese A-share market and proposes an adaptive dynamic timing optimization framework based on this. The study back-tests a basic straddle strategy using SSE 50 ETF options and conducts attribution analysis. Based on the standardized volatility risk premium, an innovative adaptive dynamic timing model is constructed and its long-term market performance robustness is tested. The results demonstrate that: first, the long-term expected return of the basic strategy is statistically insignificantly positive; second, the profit and loss performance of the straddle strategy is highly positively correlated with the key volatility risk premium; and third, the proposed adaptive timing optimization framework significantly improves the long-term win rate and downside risk control capabilities compared to the basic strategy. By dynamically adjusting the volatility risk premium, this study provides new insights into the construction of alpha strategies and the improvement of straddle strategies.  © 2025 Copyright held by the owner/author(s).","adaptive model; Chinese A-share market; dynamic timing; option pricing; straddle strategy; volatility risk premium","Adaptive control systems; Commerce; Competition; Costs; Economic analysis; Electronic trading; Financial markets; Information use; Investments; Profitability; Sales; Adaptive models; Chinese A-share market; Dynamic timing; Options pricing; Profit and loss; Risk premium; Share market; Straddle strategy; Volatility risk premium; Volatility risks; Timing circuits","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026990139"
"Luo W.; Chen D.; Xia Y.; Feng D.","Luo, Woqin (58844046800); Chen, Daoxin (60123944600); Xia, Ye (55553987200); Feng, Dongming (55973702300)","58844046800; 60123944600; 55553987200; 55973702300","Vessel behavior recognition method for preventing vessel-bridge collisions via adaptive video analytics","2025","Engineering Applications of Artificial Intelligence","162","","112467","","","1","10.1016/j.engappai.2025.112467","https://www.scopus.com/pages/publications/105017596462?origin=resultslist","This study presents a comprehensive end-to-end framework for recognizing vessel behaviors aimed at preventing vessel-bridge collisions in complex maritime environments. Current monitoring approaches that rely on Automatic Identification Systems or external tracking mechanisms often suffer from class imbalance, cross-domain variability, and limited capability to detect previously unseen high-risk behaviors. To address these challenges, the proposed framework directly analyzes video streams and introduces a standardized behavioral taxonomy, classifying vessel activities into eleven categories while incorporating temporal continuity and behavior transition modeling. A robust dataset construction pipeline is established, consisting of fixed-length frame sequences and mechanisms for cross-domain generalization. The framework integrates a spatio-temporal feature extraction module based on deformable convolution and multi-scale attention, coupled with a cross-instance mutual enhancement mechanism to capture domain-invariant representations. An open-set recognition strategy, grounded in class anchor clustering, enables accurate identification of previously unobserved high-risk behaviors. Furthermore, an adaptive frame sampling strategy dynamically adjusts sampling density around behavior transitions, enhancing recall and capturing infrequent events while minimizing computational cost. Extensive evaluations on both single-domain and multi-domain benchmark datasets, as well as real-world bridge video streams, demonstrate superior performance in terms of overall accuracy, F1-score, detection of rare behaviors, and recall compared with baseline methods. Ablation studies confirm the contribution of each component, and comparisons with open-set recognition methods underscore the practical utility of the proposed approach for anomaly detection. This framework provides a scalable, artificial intelligence-driven solution for vessel behavior recognition, anomaly detection, and cross-domain generalization, supporting intelligent monitoring and early warning in safety-critical maritime operations. © 2025","Class imbalance learning; Computer vision; Domain adaptation; Open-set recognition; Vessel behavior recognition; Vessel-bridge collison","Anomaly detection; Artificial intelligence; Automatic identification; Benchmarking; Bridges; Classification (of information); Video streaming; Behaviour recognition; Class imbalance learning; Cross-domain; Domain adaptation; Generalisation; Open-set recognition; Recognition methods; Risk behaviour; Vessel behavior recognition; Vessel-bridge collison; Computer vision","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105017596462"
"Gopinathan S.V.; Manzoor M.F.","Gopinathan, Sri Vishnu (59124258700); Manzoor, Muhammad Faraz (57219209188)","59124258700; 57219209188","Efficient Multi-Class Analysis of Consumer Complaints Using Frozen MiniLM Embeddings and Neural Networks","2025","International Journal of Advanced Computer Science and Applications","16","12","","5","13","0","10.14569/IJACSA.2025.0161202","https://www.scopus.com/pages/publications/105029673698?origin=resultslist","Text classification is a critical task in domains generating large volumes of unstructured text, such as finance, healthcare, and consumer services. However, accurately classifying such data remains challenging due to its noisy, imbalanced, and context-dependent nature. While pre-trained language models have improved general text classification, their direct application often overlooks domain-specific cues and sentiment patterns that are important for nuanced understanding. In this study, we propose a novel framework that extends the MiniLM language model by integrating domain-relevant cues and sentiment features with textual embeddings. This integration allows the model to capture both semantic richness and domain-specific patterns, enhancing reliability and interpretability. Comparative experiments against baselines including TF-IDF + Logistic Regression, Word2Vec + Logistic Regression, TF-IDF + Naïve Bayes, and Word2Vec + Naïve Bayes shows that the proposed approach consistently outperforms traditional methods, achieving an accuracy of 0.8653, precision of 0.8697, recall of 0.8653, F1-score of 0.8668, Cohen’s Kappa of 0.7862, and MCC of 0.7870. Ablation studies further demonstrate the critical role of cues and sentiment features in improving performance. These findings indicate that combining pre-trained embeddings with carefully selected domain features offers a more robust and context-aware solution for text classification, establishing a foundation for future work integrating transformer-based models with explainable AI techniques in domain-specific applications. © (2025), (Science and Information Organization). All rights reserved.","class imbalance; Consumer complaints; contextual embeddings; domain adaptation; MiniLM; sentence embeddings; sentiment analysis; text classification","Barium compounds; Classification (of information); Classifiers; Computational linguistics; Embeddings; Information systems; Logistic regression; Neural networks; Semantics; Class imbalance; Consumer complaints; Contextual embedding; Domain adaptation; Embeddings; Minilm; Sentence embedding; Sentiment analysis; Text classification; Sentiment analysis","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105029673698"
"Catarinolo A.; La Rosa M.; La Paglia L.; Urso A.; Fiannaca A.","Catarinolo, Anna (60277903100); La Rosa, Massimo (23389564300); La Paglia, Laura (57213540435); Urso, Alfonso (6602428079); Fiannaca, Antonino (23396462500)","60277903100; 23389564300; 57213540435; 6602428079; 23396462500","Identification of Key Genomic Variants for The Early Detection of Alzheimer's Disease: An Explainable Approach","2025","ICBRA 2025 - Proceedings of the 12th International Conference on Bioinformatics Research and Applications","","","","93","97","0","10.1145/3774976.3774992","https://www.scopus.com/pages/publications/105026555342?origin=resultslist","Alzheimer's disease (AD) is the most common form of degenerative dementia. It can be considered a complex disease, characterized by the combination of several genomic variants and genes, and increasing knowledge of the causes related to AD can promote its early diagnosis. In this study, we propose an explainable machine learning approach to classifying AD patients and finding which mutations could be a key factor in the potential evolution of the pathology. For this purpose, we used some longitudinal studies collected in the ADNI repository. Genomic variants from the ADNI repository have been fed to different machine learning algorithms and evaluation measures to quantify the performance of classifiers, and finally, the SHAP explanation method was used to highlight the most significant genetic variants potentially linked to the pathology evolution or with a protective role. The analysis results show that the most significant genomic variations for classifying AD patients are on chromosomes 19, but also on 9, 13, 14 and 17.  © 2025 Copyright held by the owner/author(s).","Alzheimer; explainability; genomic variant; machine learning","Classification (of information); Diagnosis; Genes; Human engineering; Information systems; Learning algorithms; Machine learning; Neurodegenerative diseases; Pathology; Alzheimer; Alzheimers disease; Complex disease; Early diagnosis; Explainability; Genomic variant; Genomics; Key factors; Machine learning approaches; Machine-learning; Learning systems","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105026555342"
